path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,piano_scores_paths,paths_type0_piano,piano_merged_type0_chunks_paths
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/5_Morgenständchen",Morgenständchen,5004627,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/5_Morgenständchen/lc5004650.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/5_Morgenständchen/lc5004650.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/5_Morgenständchen/lc5004650.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/5_Morgenständchen/lc5004650.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied",Gondellied,5004627,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied",Gondellied,5004627,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.1/6_Gondellied/lc5101361.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer",Nachtwanderer,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer",Nachtwanderer,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/1_Nachtwanderer/lc5987757.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin",Erwin,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin",Erwin,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/2_Erwin/lc5987806.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling",Frühling,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling",Frühling,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/3_Frühling/lc5987851.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh",Du bist die Ruh,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh",Du bist die Ruh,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/4_Du_bist_die_Ruh/lc5987937.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte",Bitte,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte",Bitte,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/5_Bitte/lc5987963.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz",Dein ist mein Herz,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz",Dein ist mein Herz,5101840,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.7/6_Dein_ist_mein_Herz/lc5987993.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte",Die Ersehnte,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte",Die Ersehnte,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/1_Die_Ersehnte/lc4986023.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne",Ferne,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne",Ferne,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/2_Ferne/lc5103883.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz",Der Rosenkranz,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz",Der Rosenkranz,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/3_Der_Rosenkranz/lc5108166.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber",Die frühen Gräber,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber",Die frühen Gräber,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend",Der Maiabend,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend",Der Maiabend,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/5_Der_Maiabend/lc5103913.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht",Die Mainacht,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht",Die Mainacht,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/6_Die_Mainacht/lc4986030.mid_merged_piano_type0.midchunk1.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen",Hörst du nicht die Bäume rauschen,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano_type0.midchunk0.midi"
"Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen",Hörst du nicht die Bäume rauschen,5102133,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid","['voice', 'other', 'voice', 'voice']",False,"['../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano.mid']","../../author-profiling-in-symbolic-music/train data/merged piano scores/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano_type0.mid","../../train data/merged piano scores chunks/Hensel,_Fanny_(Mendelssohn)/Gartenlieder,_Op.3/1_Hörst_du_nicht_die_Bäume_rauschen/lc6022950.mid_merged_piano_type0.midchunk1.midi"
