path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,voice_paths,voice_type0_paths
"Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93","Le chat sur le toit, Op.93",5107411,"Bonis,_Mel",Mélanie Bonis,Female,French composer,1,2,"../Lieder/scores/Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93/lc6635391.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93/lc6635391.mid_voice.mid']","../../author-profiling/train data/voice scores/Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93/lc6635391.mid_voice_type0.mid"
"Schröter,_Corona/25_Lieder/08_Der_Eistanz",Der Eistanz,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/08_Der_Eistanz/lc6029206.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/08_Der_Eistanz/lc6029206.mid_voice.mid']","../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/08_Der_Eistanz/lc6029206.mid_voice_type0.mid"
"Wolf,_Hugo/Eichendorff-Lieder/15_Unfall",Unfall,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/15_Unfall/lc5057804.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/15_Unfall/lc5057804.mid_voice.mid']","../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/15_Unfall/lc5057804.mid_voice_type0.mid"
"Brahms,_Johannes/6_Songs,_Op.3/5_In_der_Fremde",In der Fremde,4910391,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/6_Songs,_Op.3/5_In_der_Fremde/lc5098672.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/6_Songs,_Op.3/5_In_der_Fremde/lc5098672.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/6_Songs,_Op.3/5_In_der_Fremde/lc5098672.mid_voice_type0.mid"
"Elgar,_Edward/2_Songs,_Op.60/1_The_Torch",The Torch,5103578,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/2_Songs,_Op.60/1_The_Torch/lc6233544.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Elgar,_Edward/2_Songs,_Op.60/1_The_Torch/lc6233544.mid_voice.mid']","../../author-profiling/train data/voice scores/Elgar,_Edward/2_Songs,_Op.60/1_The_Torch/lc6233544.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber",Die frühen Gräber,5016683,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/6_Lieder,_Op.9/4_Die_frühen_Gräber/lc4986026.mid_voice_type0.mid"
"Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/04_For_all_the_wonder_of_thy_regal_day",For all the wonder of thy regal day,5106617,"Parratt,_Walter",Walter Parratt,Male,English organist and composer,1,13,"../Lieder/scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/04_For_all_the_wonder_of_thy_regal_day/lc6683117.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/04_For_all_the_wonder_of_thy_regal_day/lc6683117.mid_voice.mid']","../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/04_For_all_the_wonder_of_thy_regal_day/lc6683117.mid_voice_type0.mid"
"Fauré,_Gabriel/3_Songs,_Op.7/1_Après_un_rêve",Après un rêve,5108674,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/3_Songs,_Op.7/1_Après_un_rêve/lc6810863.mid","['other', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Fauré,_Gabriel/3_Songs,_Op.7/1_Après_un_rêve/lc6810863.mid_voice.mid']","../../author-profiling/train data/voice scores/Fauré,_Gabriel/3_Songs,_Op.7/1_Après_un_rêve/lc6810863.mid_voice_type0.mid"
"Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/4_Im_Morgentaun",Im Morgentaun,5108199,"Webern,_Anton",Anton Webern,Male,Austrian composer and conductor,2,10,"../Lieder/scores/Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/4_Im_Morgentaun/lc6716614.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/4_Im_Morgentaun/lc6716614.mid_voice.mid']","../../author-profiling/train data/voice scores/Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/4_Im_Morgentaun/lc6716614.mid_voice_type0.mid"
"Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete",Wenn ich mit Menschen- und mit Engelzungen redete,5107949,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete/lc6687153.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete/lc6687153.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete/lc6687153.mid_voice_type0.mid"
"Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas",Der Atlas,5004836,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas/lc4985985.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas/lc4985985.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Schwanengesang,_D.957/08_Der_Atlas/lc4985985.mid_voice_type0.mid"
"Lehmann,_Amelia/_/Bouton_de_Rose",Bouton de Rose,5107534,"Lehmann,_Amelia",Amelia Lehmann,Female,British composer,1,5,"../Lieder/scores/Lehmann,_Amelia/_/Bouton_de_Rose/lc6644591.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Amelia/_/Bouton_de_Rose/lc6644591.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Amelia/_/Bouton_de_Rose/lc6644591.mid_voice_type0.mid"
"Lang,_Josephine/6_Deutsche_Lieder,_Op.11/2_Ruhethal",Ruhethal,5106652,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/2_Ruhethal/lc6577218.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/2_Ruhethal/lc6577218.mid_voice.mid']","../../author-profiling/train data/voice scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/2_Ruhethal/lc6577218.mid_voice_type0.mid"
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you",Bless you,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid_voice.mid']","../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid_voice_type0.mid"
"Schröter,_Corona/25_Lieder/23_Das_Mädchen_am_Ufer",Das Mädchen am Ufer,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/23_Das_Mädchen_am_Ufer/lc6054087.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/23_Das_Mädchen_am_Ufer/lc6054087.mid_voice.mid']","../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/23_Das_Mädchen_am_Ufer/lc6054087.mid_voice_type0.mid"
"Abbott,_Jane_Bingham/_/Just_for_Today",Just for Today,5106766,"Abbott,_Jane_Bingham",Jane Bingham Abbott,Female,"US pianist, singer and composer",1,2,"../Lieder/scores/Abbott,_Jane_Bingham/_/Just_for_Today/lc6583477.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Abbott,_Jane_Bingham/_/Just_for_Today/lc6583477.mid_voice.mid']","../../author-profiling/train data/voice scores/Abbott,_Jane_Bingham/_/Just_for_Today/lc6583477.mid_voice_type0.mid"
"Gurney,_Ivor/5_Elizabethan_Songs/3_Under_the_Greenwood_Tree",Under the Greenwood Tree,5102696,"Gurney,_Ivor",Ivor Gurney,Male,British composer and poet,2,6,"../Lieder/scores/Gurney,_Ivor/5_Elizabethan_Songs/3_Under_the_Greenwood_Tree/lc6157283.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Gurney,_Ivor/5_Elizabethan_Songs/3_Under_the_Greenwood_Tree/lc6157283.mid_voice.mid']","../../author-profiling/train data/voice scores/Gurney,_Ivor/5_Elizabethan_Songs/3_Under_the_Greenwood_Tree/lc6157283.mid_voice_type0.mid"
"Schubert,_Franz/_/Liebesrausch,_D.179","Liebesrausch, D.179",5101602,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/_/Liebesrausch,_D.179/lc7071193.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/_/Liebesrausch,_D.179/lc7071193.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/_/Liebesrausch,_D.179/lc7071193.mid_voice_type0.mid"
"Viardot,_Pauline/6_Mélodies_et_une_havanaise/2_Dernier_aveu",Dernier aveu,5107407,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/2_Dernier_aveu/lc6638810.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/2_Dernier_aveu/lc6638810.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/2_Dernier_aveu/lc6638810.mid_voice_type0.mid"
"Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/4_Sérénade_à_Rosine,_VWV_1137","Sérénade à Rosine, VWV 1137",5101686,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/4_Sérénade_à_Rosine,_VWV_1137/lc5989772.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/4_Sérénade_à_Rosine,_VWV_1137/lc5989772.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies,_VWV_1133-11371176/4_Sérénade_à_Rosine,_VWV_1137/lc5989772.mid_voice_type0.mid"
"Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/3_Ja_Heil_und_Dank_dir_die_den_Segen_brachte!",Ja Heil und Dank dir die den Segen brachte!,5108200,"Webern,_Anton",Anton Webern,Male,Austrian composer and conductor,2,10,"../Lieder/scores/Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/3_Ja_Heil_und_Dank_dir_die_den_Segen_brachte!/lc6725782.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/3_Ja_Heil_und_Dank_dir_die_den_Segen_brachte!/lc6725782.mid_voice.mid']","../../author-profiling/train data/voice scores/Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/3_Ja_Heil_und_Dank_dir_die_den_Segen_brachte!/lc6725782.mid_voice_type0.mid"
"Lehmann,_Liza/Songs_of_a_“Flapper”/5_Good-night_little_stars",Good-night little stars,5106654,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Songs_of_a_“Flapper”/5_Good-night_little_stars/lc6753355.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/5_Good-night_little_stars/lc6753355.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/5_Good-night_little_stars/lc6753355.mid_voice_type0.mid"
"Schumann,_Clara/Lieder,_Op.12/02_Er_ist_gekommen_in_Sturm_und_Regen",Er ist gekommen in Sturm und Regen,5016675,"Schumann,_Clara",Clara Wieck,Female,German musician and composer,4,17,"../Lieder/scores/Schumann,_Clara/Lieder,_Op.12/02_Er_ist_gekommen_in_Sturm_und_Regen/lc5187781.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Clara/Lieder,_Op.12/02_Er_ist_gekommen_in_Sturm_und_Regen/lc5187781.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Clara/Lieder,_Op.12/02_Er_ist_gekommen_in_Sturm_und_Regen/lc5187781.mid_voice_type0.mid"
"Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/5_Trennung",Trennung,5096871,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/5_Trennung/lc5726490.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/5_Trennung/lc5726490.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/8_Lieder_and_Romances,_Op.14/5_Trennung/lc5726490.mid_voice_type0.mid"
"Lang,_Josephine/6_Lieder,_Op.26/3_Du_denkst_an_mich_so_selten",Du denkst an mich so selten,5102943,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Lieder,_Op.26/3_Du_denkst_an_mich_so_selten/lc6117742.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.26/3_Du_denkst_an_mich_so_selten/lc6117742.mid_voice.mid']","../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.26/3_Du_denkst_an_mich_so_selten/lc6117742.mid_voice_type0.mid"
"Schubert,_Franz/Op.22/1_Der_Zwerg,_D.771","Der Zwerg, D.771",5109410,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Op.22/1_Der_Zwerg,_D.771/lc6838113.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Op.22/1_Der_Zwerg,_D.771/lc6838113.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Op.22/1_Der_Zwerg,_D.771/lc6838113.mid_voice_type0.mid"
"Lehmann,_Liza/Songs_of_a_“Flapper”/4_The_ball",The ball,5106654,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Songs_of_a_“Flapper”/4_The_ball/lc6753349.mid","['voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/4_The_ball/lc6753349.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_a_“Flapper”/4_The_ball/lc6753349.mid_voice_type0.mid"
"Grandval,_Clémence_de/6_Nouvelles_mélodies/4_Mignonne",Mignonne,5107148,"Grandval,_Clémence_de",Clémence de Grandval,Female,French composer,3,13,"../Lieder/scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/4_Mignonne/lc6614717.mid","['voice', 'piano', 'piano', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/4_Mignonne/lc6614717.mid_voice.mid']","../../author-profiling/train data/voice scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/4_Mignonne/lc6614717.mid_voice_type0.mid"
"Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/09_With_still_increasing_blessings",With still increasing blessings,5106617,"Parratt,_Walter",Walter Parratt,Male,English organist and composer,1,13,"../Lieder/scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/09_With_still_increasing_blessings/lc6685238.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/09_With_still_increasing_blessings/lc6685238.mid_voice.mid']","../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/09_With_still_increasing_blessings/lc6685238.mid_voice_type0.mid"
"Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123","Morgenlied, MWV K 123",5110240,"Mendelssohn,_Felix",Felix Mendelssohn,Male,"German composer, pianist, organist and conductor of Jewish descent",2,12,"../Lieder/scores/Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123/lc6989204.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123/lc6989204.mid_voice.mid']","../../author-profiling/train data/voice scores/Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123/lc6989204.mid_voice_type0.mid"
"Kinkel,_Johanna/6_Lieder,_Op.19/5_Abschied",Abschied,5101845,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/6_Lieder,_Op.19/5_Abschied/lc5988489.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.19/5_Abschied/lc5988489.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.19/5_Abschied/lc5988489.mid_voice_type0.mid"
"Schumann,_Robert/Dichterliebe,_Op.48/08_Und_wüssten’s_die_Blumen",Und wüssten’s die Blumen,5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/08_Und_wüssten’s_die_Blumen/lc4978387.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/08_Und_wüssten’s_die_Blumen/lc4978387.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/08_Und_wüssten’s_die_Blumen/lc4978387.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge/03_Nach_Sevilla",Nach Sevilla,5001873,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge/03_Nach_Sevilla/lc5046249.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/03_Nach_Sevilla/lc5046249.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/03_Nach_Sevilla/lc5046249.mid_voice_type0.mid"
"Schröter,_Corona/25_Lieder/20_Liedchen_der_Sehnsucht",Liedchen der Sehnsucht,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/20_Liedchen_der_Sehnsucht/lc6051719.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/20_Liedchen_der_Sehnsucht/lc6051719.mid_voice.mid']","../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/20_Liedchen_der_Sehnsucht/lc6051719.mid_voice_type0.mid"
"Warlock,_Peter/Songs/03_The_Countryman",The Countryman,5103527,"Warlock,_Peter",Peter Warlock,Male,British composer and music critic,4,22,"../Lieder/scores/Warlock,_Peter/Songs/03_The_Countryman/lc6196782.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Warlock,_Peter/Songs/03_The_Countryman/lc6196782.mid_voice.mid']","../../author-profiling/train data/voice scores/Warlock,_Peter/Songs/03_The_Countryman/lc6196782.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge,_Op.3/12_Duettino",Duettino,5001966,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge,_Op.3/12_Duettino/lc5062143.mid","['voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge,_Op.3/12_Duettino/lc5062143.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge,_Op.3/12_Duettino/lc5062143.mid_voice_type0.mid"
"Lehmann,_Liza/5_Little_Love_Songs/2_Along_the_sunny_lane",Along the sunny lane,5103710,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/5_Little_Love_Songs/2_Along_the_sunny_lane/lc6209602.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/5_Little_Love_Songs/2_Along_the_sunny_lane/lc6209602.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/5_Little_Love_Songs/2_Along_the_sunny_lane/lc6209602.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/4_Im_Herbste",Im Herbste,5016673,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/4_Im_Herbste/lc5000459.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/4_Im_Herbste/lc5000459.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/4_Im_Herbste/lc5000459.mid_voice_type0.mid"
"Schubert,_Franz/Die_schöne_Müllerin,_D.795/20_Des_Baches_Wiegenlied",Des Baches Wiegenlied,5004732,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/20_Des_Baches_Wiegenlied/lc4985931.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/20_Des_Baches_Wiegenlied/lc4985931.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/20_Des_Baches_Wiegenlied/lc4985931.mid_voice_type0.mid"
"Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter",Der Glücksritter,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter/lc5032950.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter/lc5032950.mid_voice.mid']","../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter/lc5032950.mid_voice_type0.mid"
"Jaëll,_Marie/La_mer/3_Les_papillons",Les papillons,5103215,"Jaëll,_Marie",Marie Jaëll,Female,French composer,3,17,"../Lieder/scores/Jaëll,_Marie/La_mer/3_Les_papillons/lc6155444.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/3_Les_papillons/lc6155444.mid_voice.mid']","../../author-profiling/train data/voice scores/Jaëll,_Marie/La_mer/3_Les_papillons/lc6155444.mid_voice_type0.mid"
"Grandval,_Clémence_de/_/Le_bohémien",Le bohémien,5104018,"Grandval,_Clémence_de",Clémence de Grandval,Female,French composer,3,13,"../Lieder/scores/Grandval,_Clémence_de/_/Le_bohémien/lc6239101.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Grandval,_Clémence_de/_/Le_bohémien/lc6239101.mid_voice.mid']","../../author-profiling/train data/voice scores/Grandval,_Clémence_de/_/Le_bohémien/lc6239101.mid_voice_type0.mid"
"Schumann,_Robert/Dichterliebe,_Op.48/02_Aus_meinen_Tränen_sprießen",Aus meinen Tränen sprießen,5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/02_Aus_meinen_Tränen_sprießen/lc4976769.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/02_Aus_meinen_Tränen_sprießen/lc4976769.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Dichterliebe,_Op.48/02_Aus_meinen_Tränen_sprießen/lc4976769.mid_voice_type0.mid"
"Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/07_Lady_on_the_Silver_Throne",Lady on the Silver Throne,5106617,"Parratt,_Walter",Walter Parratt,Male,English organist and composer,1,13,"../Lieder/scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/07_Lady_on_the_Silver_Throne/lc6684909.mid","['voice', 'voice', 'other', 'voice', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/07_Lady_on_the_Silver_Throne/lc6684909.mid_voice.mid']","../../author-profiling/train data/voice scores/Parratt,_Walter/Choral_Songs_in_Honour_of_Her_Majesty_Queen_Victoria/07_Lady_on_the_Silver_Throne/lc6684909.mid_voice_type0.mid"
